school,municipality,lon,lat,unique_id
École élémentaire catholique Pierre-Elliott- Trudeau..,Ottawa,-75.7435637,45.2853489,École élémentaire catholique Pierre-Elliott- Trudeau..Ottawa
École élémentaire catholique Pierre-Elliott-Trudeau,Ottawa,-75.7435637,45.2853489,École élémentaire catholique Pierre-Elliott-TrudeauOttawa
St. Joseph High School,Nepean,-75.7412132,45.2629866,St. Joseph High SchoolNepean
St. Joseph High School,Ottawa,-75.7412132,45.2629866,St. Joseph High SchoolOttawa
St Joseph High School,Ottawa,-75.7412132,45.2629866,St Joseph High SchoolOttawa
St Joseph Intermediate School,Ottawa,-75.7412132,45.2629866,St Joseph Intermediate SchoolOttawa
Longfields Davidson Heights SS,Ottawa,-75.7409001,45.279256,Longfields Davidson Heights SSOttawa
Longfields Davidson Heights Secondary School,Ottawa,-75.7409001,45.279256,Longfields Davidson Heights Secondary SchoolOttawa
Longfields Davidson Heights Intermediate School,Ottawa,-75.7409001,45.279256,Longfields Davidson Heights Intermediate SchoolOttawa
St. Mother Teresa High School,Ottawa,-75.7393518,45.285012,St. Mother Teresa High SchoolOttawa
St. Mother Teresa Catholic Intermediate School,Ottawa,-75.7393518,45.285012,St. Mother Teresa Catholic Intermediate SchoolOttawa
Berrigan E S,Ottawa,-75.7380371,45.2802054,Berrigan E SOttawa
Berrigan Elementary School,Ottawa,-75.7380371,45.2802054,Berrigan Elementary SchoolOttawa
Elizabeth Wyn Wood Secondary Alternate,Ottawa,-75.7373579,45.3534977,Elizabeth Wyn Wood Secondary AlternateOttawa
École secondaire catholique Pierre-Savard,Ottawa,-75.7369827,45.273133,École secondaire catholique Pierre-SavardOttawa
École intermédiaire catholique Pierre-Savard,Ottawa,-75.7369827,45.273133,École intermédiaire catholique Pierre-SavardOttawa
Meadowlands Public School,Ottawa,-75.7367964,45.3451299,Meadowlands Public SchoolOttawa
St Elizabeth Elementary School,Ottawa,-75.7365891,45.3819577,St Elizabeth Elementary SchoolOttawa
École élémentaire catholique Sainte-Kateri,Ottawa,-75.7361318,45.2454599,École élémentaire catholique Sainte-KateriOttawa
Elmdale Public School,Ottawa,-75.7357092,45.3942859,Elmdale Public SchoolOttawa
St Luke Elementary School,Nepean,-75.7354323,45.2910409,St Luke Elementary SchoolNepean
St Luke (Nepean) Elementary School,Ottawa,-75.7354323,45.2910409,St Luke (Nepean) Elementary SchoolOttawa
St. Benedict Elementary School,Ottawa,-75.7353915,45.2421218,St. Benedict Elementary SchoolOttawa
W.E. Gowling Public School,Ottawa,-75.7319843,45.3824983,W.E. Gowling Public SchoolOttawa
École élémentaire catholique Jean-Robert-Gauthier,Ottawa,-75.731415,45.2703325,École élémentaire catholique Jean-Robert-GauthierOttawa
Chapman Mills Elementary School,Ottawa,-75.7311576,45.2689701,Chapman Mills Elementary SchoolOttawa
Fisher Park Public School/Summit Alternative School,Ottawa,-75.7304738,45.3957324,Fisher Park Public School/Summit Alternative SchoolOttawa
St. Nicholas Adult High School,Ottawa,-75.7290235,45.3842724,St. Nicholas Adult High SchoolOttawa
St Nicholas Adult High School,Ottawa,-75.7290235,45.3842724,St Nicholas Adult High SchoolOttawa
Monsignor Paul Baxter Elementary School,Ottawa,-75.7288455,45.2807939,Monsignor Paul Baxter Elementary SchoolOttawa
Merivale High School,Ottawa,-75.7284214,45.3437366,Merivale High SchoolOttawa
Merivale Intermediate School,Ottawa,-75.7284214,45.3437366,Merivale Intermediate SchoolOttawa
Sir Winston Churchill Public School,Ottawa,-75.7283478,45.3542658,Sir Winston Churchill Public SchoolOttawa
Connaught Public School,Ottawa,-75.7261164,45.4003357,Connaught Public SchoolOttawa
École élémentaire publique Michaëlle-Jean,Ottawa,-75.7258355,45.2878282,École élémentaire publique Michaëlle-JeanOttawa
St Emily (Elementary) Separate School,Ottawa,-75.7252267,45.2714941,St Emily (Elementary) Separate SchoolOttawa
École élémentaire catholique Saint-François-d'Assise,Ottawa,-75.7240564,45.4024522,École élémentaire catholique Saint-François-d'AssiseOttawa
École élémentaire catholique Saint-François-d’Assise,Ottawa,-75.7240564,45.4024522,École élémentaire catholique Saint-François-d’AssiseOttawa
�cole �l�mentaire catholique Saint-Fran�ois-d'Assise,Ottawa,-75.7240564,45.4024522,�cole �l�mentaire catholique Saint-Fran�ois-d'AssiseOttawa
Frank Ryan Catholic Intermediate School,Ottawa,-75.722356,45.3514339,Frank Ryan Catholic Intermediate SchoolOttawa
North Gower/Marlborough Public School,Ottawa,-75.7191564,45.1263004,North Gower/Marlborough Public SchoolOttawa
St Monica Elementary School,Ottawa,-75.7178819,45.3226541,St Monica Elementary SchoolOttawa
Adrienne Clarkson Elementary School,Ottawa,-75.7167239,45.2887078,Adrienne Clarkson Elementary SchoolOttawa
Ã‰cole Ã©lÃ©mentaire publique Omer-Deslauriers,Ottawa,-75.7165013,45.3501544,Ã‰cole Ã©lÃ©mentaire publique Omer-DeslauriersOttawa
Ã‰cole secondaire publique Omer Deslauriers,Ottawa,-75.7165013,45.3501544,Ã‰cole secondaire publique Omer DeslauriersOttawa
École élémentaire publique Omer-Deslauriers,Ottawa,-75.7163829,45.3505801,École élémentaire publique Omer-DeslauriersOttawa
École secondaire publique Omer Deslauriers,Ottawa,-75.7163829,45.3505801,École secondaire publique Omer DeslauriersOttawa
"École secondaire publique Omer Deslauriers
",Ottawa,-75.7163829,45.3505801,"École secondaire publique Omer Deslauriers
Ottawa"
École secondaire publique Omer Deslauriers.,Ottawa,-75.7163829,45.3505801,École secondaire publique Omer Deslauriers.Ottawa
École secondaire publique Omer-Deslauriers,Ottawa,-75.7163829,45.3505801,École secondaire publique Omer-DeslauriersOttawa
�cole secondaire publique Omer-Deslauriers,Ottawa,-75.7163829,45.3505801,�cole secondaire publique Omer-DeslauriersOttawa
École élémentaire publique Louise-Arbour,Ottawa,-75.7152521,45.3992398,École élémentaire publique Louise-ArbourOttawa
École élémentaire catholique Laurier-Carrière,Ottawa,-75.7125514,45.3523888,École élémentaire catholique Laurier-CarrièreOttawa
St Pius X High School,Ottawa,-75.7124051,45.3651801,St Pius X High SchoolOttawa
St Augustine Elementary School,Ottawa,-75.7119427,45.3682458,St Augustine Elementary SchoolOttawa
St Rita Elementary School,Ottawa,-75.7106392,45.3601409,St Rita Elementary SchoolOttawa
Adult High School,Ottawa,-75.7096093,45.4045427,Adult High SchoolOttawa
St John Bosco Catholic School,Brockville,-75.7091664,44.6096263,St John Bosco Catholic SchoolBrockville
St Andrew Elementary School,Ottawa,-75.7089837,45.2850671,St Andrew Elementary SchoolOttawa
Farley Mowat Public School,Ottawa,-75.7084809,45.2818533,Farley Mowat Public SchoolOttawa
St. Anthony Elementary School,Ottawa,-75.7082721,45.406117,St. Anthony Elementary SchoolOttawa
St Anthony Elementary School,Ottawa,-75.7082721,45.406117,St Anthony Elementary SchoolOttawa
Cambridge Street Community PS,Ottawa,-75.705516,45.4082244,Cambridge Street Community PSOttawa
Cambridge Street Community Public School,Ottawa,-75.705516,45.4082244,Cambridge Street Community Public SchoolOttawa
Centennial Public School,Ottawa,-75.7046182,45.4151646,Centennial Public SchoolOttawa
Thousand Islands Intermediate School,Brockville,-75.7037655,44.6023209,Thousand Islands Intermediate SchoolBrockville
Thousand Islands Secondary School,Brockville,-75.7037655,44.6023209,Thousand Islands Secondary SchoolBrockville
Board Site,Brockville,-75.7026583,44.593355,Board SiteBrockville
Richard Pfaff Secondary Alternate Site,Ottawa,-75.7022354,45.4100422,Richard Pfaff Secondary Alternate SiteOttawa
Carleton Heights Public School,Ottawa,-75.7012616,45.3610114,Carleton Heights Public SchoolOttawa
St. Patrick's Adult School,Ottawa,-75.701165,45.415759,St. Patrick's Adult SchoolOttawa
Glebe Collegiate Institute,Ottawa,-75.696897,45.4020008,Glebe Collegiate InstituteOttawa
St Mary's High School,Brockville,-75.6959148,44.5997334,St Mary's High SchoolBrockville
Glashan Public School,Ottawa,-75.6932531,45.4095378,Glashan Public SchoolOttawa
École élémentaire publique Michel-Dupuis,Ottawa,-75.6930961,45.2670977,École élémentaire publique Michel-DupuisOttawa
St Leonard Elementary School,Ottawa,-75.6918439,45.2371363,St Leonard Elementary SchoolOttawa
Corpus Christi Elementary School,Ottawa,-75.6906737,45.4014637,Corpus Christi Elementary SchoolOttawa
Corpus Christi Catholic Elementary School,Ottawa,-75.6906737,45.4014637,Corpus Christi Catholic Elementary SchoolOttawa
Mutchmor Public School,Ottawa,-75.6904591,45.4006668,Mutchmor Public SchoolOttawa
Elgin Street Public School,Ottawa,-75.6893661,45.4162278,Elgin Street Public SchoolOttawa
St Francis Xavier Separate School,Brockville,-75.6892172,44.5889809,St Francis Xavier Separate SchoolBrockville
St Jerome Elementary School,Ottawa,-75.689165,45.276762,St Jerome Elementary SchoolOttawa
Board Site,Ottawa,-75.688641,45.427079,Board SiteOttawa
Lisgar Collegiate Institute,Ottawa,-75.688366,45.4207787,Lisgar Collegiate InstituteOttawa
École secondaire publique De La Salle,Ottawa,-75.6857238,45.4351089,École secondaire publique De La SalleOttawa
Ecole Secondaire Publique De La Salle,Ottawa,-75.6857238,45.4351089,Ecole Secondaire Publique De La SalleOttawa
École élémentaire publique De la Salle,Ottawa,-75.6857238,45.4351089,École élémentaire publique De la SalleOttawa
First Avenue Public School,Ottawa,-75.6853561,45.4064016,First Avenue Public SchoolOttawa
Steve MacLean Public School,Ottawa,-75.6853405,45.2812661,Steve MacLean Public SchoolOttawa
Brookfield High School,Ottawa,-75.6851934,45.3726213,Brookfield High SchoolOttawa
Holy Cross Elementary School,Ottawa,-75.6849782,45.3633373,Holy Cross Elementary SchoolOttawa
Hopewell Avenue PS,Ottawa,-75.6839798,45.3935814,Hopewell Avenue PSOttawa
Hopewell Avenue Public School,Ottawa,-75.6839798,45.3935814,Hopewell Avenue Public SchoolOttawa
Oxford on Rideau Public School,North Grenville,-75.6832508,44.9685066,Oxford on Rideau Public SchoolNorth Grenville
"Oxford on Rideau Public School
",North Grenville,-75.6832508,44.9685066,"Oxford on Rideau Public School
North Grenville"
Oxford on Rideau Public School.,North Grenville,-75.6832508,44.9685066,Oxford on Rideau Public School.North Grenville
Manotick Public School,Ottawa,-75.6827995,45.2298105,Manotick Public SchoolOttawa
É Élém C Bernard-Grandmaître,Ottawa,-75.682463,45.284937,É Élém C Bernard-GrandmaîtreOttawa
École élémentaire catholique Bernard-Grandmaître,Ottawa,-75.682463,45.284937,École élémentaire catholique Bernard-GrandmaîtreOttawa
École élémentaire catholique Sainte-Anne,Ottawa,-75.6815439,45.4321121,École élémentaire catholique Sainte-AnneOttawa
É Élém C Sainte-Anne,Ottawa,-75.6815439,45.4321121,É Élém C Sainte-AnneOttawa
Immaculata High School,Ottawa,-75.6805596,45.4104049,Immaculata High SchoolOttawa
École élémentaire publique Francojeunesse,Ottawa,-75.6803887,45.4245486,École élémentaire publique FrancojeunesseOttawa
�cole �l�mentaire publique Francojeunesse,Ottawa,-75.6803887,45.4245486,�cole �l�mentaire publique FrancojeunesseOttawa
École élémentaire catholique Au Coeur d'Ottawa,Ottawa,-75.679923,45.4117192,École élémentaire catholique Au Coeur d'OttawaOttawa
J L Jordan Separate School,Brockville,-75.6798684,44.6092522,J L Jordan Separate SchoolBrockville
École élémentaire catholique Riverside Sud II (Jonathan-Pitre),Ottawa,-75.6797286,45.2710783,École élémentaire catholique Riverside Sud II (Jonathan-Pitre)Ottawa
Lady Evelyn Alternative School,Ottawa,-75.6784763,45.4118883,Lady Evelyn Alternative SchoolOttawa
St Brigid Elementary School,Ottawa,-75.6784128,45.4458622,St Brigid Elementary SchoolOttawa
Fielding Drive Public School,Ottawa,-75.6777275,45.3618454,Fielding Drive Public SchoolOttawa
Rockcliffe Park Public School,Ottawa,-75.677599,45.4511336,Rockcliffe Park Public SchoolOttawa
Viscount Alexander PS,Ottawa,-75.675369,45.4199917,Viscount Alexander PSOttawa
Viscount Alexander Public School,Ottawa,-75.675369,45.4199917,Viscount Alexander Public SchoolOttawa
École élémentaire catholique George-Étienne-Cartier,Ottawa,-75.6727002,45.3633335,École élémentaire catholique George-Étienne-CartierOttawa
École élémentaire catholique d'enseignement personnalisé Lamoureux,Ottawa,-75.6716716,45.3738083,École élémentaire catholique d'enseignement personnalisé LamoureuxOttawa
Ã‰cole Ã©lÃ©mentaire catholique d'enseignement personnalisÃ© Lamoureux,Ottawa,-75.6716716,45.3738083,Ã‰cole Ã©lÃ©mentaire catholique d'enseignement personnalisÃ© LamoureuxOttawa
École élémentaire publique Trille des Bois,Ottawa,-75.6698113,45.4405889,École élémentaire publique Trille des BoisOttawa
Centre éducatif services à la jeunesse,Ottawa,-75.6698113,45.4405889,Centre éducatif services à la jeunesseOttawa
St. Francis Xavier (9-12) Catholic School,Ottawa,-75.6691426,45.2904731,St. Francis Xavier (9-12) Catholic SchoolOttawa
St. Francis Xavier Catholic School,Ottawa,-75.6691426,45.2904731,St. Francis Xavier Catholic SchoolOttawa
St. Francis Xavier (7-8) Catholic School,Ottawa,-75.6691426,45.2904731,St. Francis Xavier (7-8) Catholic SchoolOttawa
École élémentaire publique Mauril-Bélanger,Ottawa,-75.6673521,45.4326228,École élémentaire publique Mauril-BélangerOttawa
Bayview Public School,Ottawa,-75.665692,45.3551918,Bayview Public SchoolOttawa
Alta Vista Public School,Ottawa,-75.6648316,45.3837369,Alta Vista Public SchoolOttawa
École catholique Édu. permanente et alternative - Soir,Ottawa,-75.66325,45.427166,École catholique Édu. permanente et alternative - SoirOttawa
Holy Family Elementary School,Ottawa,-75.663233,45.3535175,Holy Family Elementary SchoolOttawa
Kemptville Public School,North Grenville,-75.6630572,45.0305198,Kemptville Public SchoolNorth Grenville
Éducation permanente langues secondes soir,Ottawa,-75.6613104,45.4277193,Éducation permanente langues secondes soirOttawa
Assumption Catholic Elementary School,Ottawa,-75.660692,45.43492,Assumption Catholic Elementary SchoolOttawa
Assumption C Elem S,Ottawa,-75.660692,45.43492,Assumption C Elem SOttawa
Assumption C Elementary  School,Ottawa,-75.660692,45.43492,Assumption C Elementary  SchoolOttawa
Assumption Catholic Elementary  School,Ottawa,-75.660692,45.43492,Assumption Catholic Elementary  SchoolOttawa
Ridgemont High School,Ottawa,-75.6600002,45.3762881,Ridgemont High SchoolOttawa
Charles H. Hulse PS,Ottawa,-75.659969,45.3747862,Charles H. Hulse PSOttawa
Charles H. Hulse Public School,Ottawa,-75.659969,45.3747862,Charles H. Hulse Public SchoolOttawa
St Patrick's High School,Ottawa,-75.659931,45.3780258,St Patrick's High SchoolOttawa
St. Patrick's High School,Ottawa,-75.659931,45.3780258,St. Patrick's High SchoolOttawa
École élémentaire catholique Horizon-Jeunesse,Ottawa,-75.6598249,45.4325256,École élémentaire catholique Horizon-JeunesseOttawa
École élémentaire catholique Marius-Barbeau,Ottawa,-75.656574,45.371536,École élémentaire catholique Marius-BarbeauOttawa
Clifford Bowey Public School,Ottawa,-75.6564272,45.3679643,Clifford Bowey Public SchoolOttawa
Manor Park Public School,Ottawa,-75.6559644,45.4502664,Manor Park Public SchoolOttawa
Holy Cross Elementary School,Kemptville,-75.6550474,45.012156,Holy Cross Elementary SchoolKemptville
Holy Cross Elementary School,North Grenville,-75.6550474,45.012156,Holy Cross Elementary SchoolNorth Grenville
Riverview Alternative School,Ottawa,-75.6547177,45.405773,Riverview Alternative SchoolOttawa
St Michael High School,North Grenville,-75.6522293,45.024475,St Michael High SchoolNorth Grenville
St Michael Elementary School,North Grenville,-75.6515358,45.0245445,St Michael Elementary SchoolNorth Grenville
Robert E.  Wilson Public School,Ottawa,-75.6510723,45.4324917,Robert E.  Wilson Public SchoolOttawa
Kars on the Rideau Public School,Ottawa,-75.6500625,45.1521269,Kars on the Rideau Public SchoolOttawa
Dunlop Public School,Ottawa,-75.6498818,45.3610915,Dunlop Public SchoolOttawa
St. Paul HS - M.F.McHugh Edn Ctre,Ottawa,-75.6486219,45.4285055,St. Paul HS - M.F.McHugh Edn CtreOttawa
Steps to Success - M F McHugh Edn Ctr,Ottawa,-75.6486219,45.4285055,Steps to Success - M F McHugh Edn CtrOttawa
St Michael Elementary School,Ottawa,-75.648557,45.4285177,St Michael Elementary SchoolOttawa
St Mark HS,Ottawa,-75.6485138,45.244392,St Mark HSOttawa
St Mark High School,Ottawa,-75.6485138,45.244392,St Mark High SchoolOttawa
St Mark Intermediate School,Ottawa,-75.6485138,45.244392,St Mark Intermediate SchoolOttawa
North Grenville District High School,North Grenville,-75.6478248,45.0086542,North Grenville District High SchoolNorth Grenville
Board Site,North Grenville,-75.6478248,45.0086542,Board SiteNorth Grenville
Ottawa Technical Secondary School,Ottawa,-75.6465957,45.4288167,Ottawa Technical Secondary SchoolOttawa
Ottawa Technical Secondary School / Storefront (Special Education),Ottawa,-75.6465957,45.4288167,Ottawa Technical Secondary School / Storefront (Special Education)Ottawa
Pleasant Park Public School,Ottawa,-75.6462206,45.3926547,Pleasant Park Public SchoolOttawa
Pleasant Park Public School,Toronto,-75.6462206,45.3926547,Pleasant Park Public SchoolToronto
Featherston Drive PS,Ottawa,-75.6459833,45.3837057,Featherston Drive PSOttawa
Featherston Drive Public School,Ottawa,-75.6459833,45.3837057,Featherston Drive Public SchoolOttawa
South Branch Elementary School,North Grenville,-75.6453533,45.0084068,South Branch Elementary SchoolNorth Grenville
Prince of Peace Elementary School,Ottawa,-75.6453389,45.373785,Prince of Peace Elementary SchoolOttawa
Prince of Peace School,Ottawa,-75.6453389,45.373785,Prince of Peace SchoolOttawa
Queen Elizabeth Public School,Ottawa,-75.6442886,45.4382266,Queen Elizabeth Public SchoolOttawa
Queen Mary Street Public School,Ottawa,-75.6424335,45.4262088,Queen Mary Street Public SchoolOttawa
École intermédiaire catholique Franco-Cité,Ottawa,-75.6415789,45.4006231,École intermédiaire catholique Franco-CitéOttawa
École secondaire catholique Franco-Cité,Ottawa,-75.6415789,45.4006231,École secondaire catholique Franco-CitéOttawa
T R Leger School of Adult & Continuing Secondary School,Cornwall,-75.6394492,45.007356,T R Leger School of Adult & Continuing Secondary SchoolCornwall
Hillcrest High School,Ottawa,-75.6392846,45.3986848,Hillcrest High SchoolOttawa
École secondaire catholique Notre-Dame,North Grenville,-75.6388415,45.0068752,École secondaire catholique Notre-DameNorth Grenville
École élémentaire catholique Notre-Dame,North Grenville,-75.6388415,45.0068752,École élémentaire catholique Notre-DameNorth Grenville
Ã‰cole Ã©lÃ©mentaire catholique Notre-Dame,North Grenville,-75.6388415,45.0068752,Ã‰cole Ã©lÃ©mentaire catholique Notre-DameNorth Grenville
Ã‰cole secondaire catholique Notre-Dame,North Grenville,-75.6388415,45.0068752,Ã‰cole secondaire catholique Notre-DameNorth Grenville
Vincent Massey Public School,Ottawa,-75.6362608,45.400681,Vincent Massey Public SchoolOttawa
Our Lady of Mount Carmel Elementary School,Ottawa,-75.6356389,45.4346372,Our Lady of Mount Carmel Elementary SchoolOttawa
École élémentaire publique Gabrielle-Roy,Ottawa,-75.6344603,45.3485545,École élémentaire publique Gabrielle-RoyOttawa
�cole �l�mentaire publique Gabrielle-Roy,Ottawa,-75.6344603,45.3485545,�cole �l�mentaire publique Gabrielle-RoyOttawa
Sawmill Creek Elementary School,Ottawa,-75.633244,45.3494567,Sawmill Creek Elementary SchoolOttawa
École élémentaire catholique Sainte-Geneviève,Toronto,-75.6310622,45.3900139,École élémentaire catholique Sainte-GenevièveToronto
École élémentaire catholique Sainte-Geneviève,Ottawa,-75.6310622,45.3900139,École élémentaire catholique Sainte-GenevièveOttawa
École élémentaire publique Marie-Curie,Ottawa,-75.6307305,45.3986114,École élémentaire publique Marie-CurieOttawa
École élémentaire catholique Montfort,Ottawa,-75.630513,45.440591,École élémentaire catholique MontfortOttawa
Ã‰cole Ã©lÃ©mentaire catholique Montfort,Ottawa,-75.630513,45.440591,Ã‰cole Ã©lÃ©mentaire catholique MontfortOttawa
École secondaire catholique Collège catholique Samuel-Genest,Ottawa,-75.6302099,45.4426619,École secondaire catholique Collège catholique Samuel-GenestOttawa
École intermédiaire catholique Samuel-Genest,Ottawa,-75.6302099,45.4426619,École intermédiaire catholique Samuel-GenestOttawa
�cole secondaire catholique Coll�ge catholique Samuel-Genest,Ottawa,-75.6302099,45.4426619,�cole secondaire catholique Coll�ge catholique Samuel-GenestOttawa
Ã‰cole Ã©lÃ©mentaire publique Marie-Curie,Ottawa,-75.6300878,45.3989913,Ã‰cole Ã©lÃ©mentaire publique Marie-CurieOttawa
Roberta Bondar Public School,Ottawa,-75.6273077,45.3663068,Roberta Bondar Public SchoolOttawa
Canterbury High School,Ottawa,-75.6264946,45.388143,Canterbury High SchoolOttawa
Centre de traitement le jour - Le Transit,Ottawa,-75.6263612,45.381156,Centre de traitement le jour - Le TransitOttawa
ESP L'Alternative,Ottawa,-75.6263288,45.3812023,ESP L'AlternativeOttawa
École secondaire publique L'Alternative,Ottawa,-75.6263288,45.3812023,École secondaire publique L'AlternativeOttawa
"École secondaire publique L'Alternative
",Ottawa,-75.6263288,45.3812023,"École secondaire publique L'Alternative
Ottawa"
École secondaire publique L'Alternative.,Ottawa,-75.6263288,45.3812023,École secondaire publique L'Alternative.Ottawa
École secondaire publique L’Alternative,Ottawa,-75.6263288,45.3812023,École secondaire publique L’AlternativeOttawa
�cole secondaire publique L'Alternative,Ottawa,-75.6263288,45.3812023,�cole secondaire publique L'AlternativeOttawa
École secondaire publique des Adultes Le Carrefour,Ottawa,-75.6262751,45.3812229,École secondaire publique des Adultes Le CarrefourOttawa
École secondaire catholique Centre professionnel et technique Minto,Ottawa,-75.6254555,45.4400101,École secondaire catholique Centre professionnel et technique MintoOttawa
St. Marguerite d'Youville Catholic Elementary School,Ottawa,-75.6254357,45.3675284,St. Marguerite d'Youville Catholic Elementary SchoolOttawa
St Bernard E S,Ottawa,-75.624933,45.3514546,St Bernard E SOttawa
St Bernard Elementary School,Ottawa,-75.624933,45.3514546,St Bernard Elementary SchoolOttawa
Blossom Park PS,Ottawa,-75.6235074,45.3509071,Blossom Park PSOttawa
Blossom Park Public School,Ottawa,-75.6235074,45.3509071,Blossom Park Public SchoolOttawa
École élémentaire catholique Sainte-Bernadette,Ottawa,-75.6230473,45.3521883,École élémentaire catholique Sainte-BernadetteOttawa
Carson Grove Elementary School,Ottawa,-75.6226883,45.4369237,Carson Grove Elementary SchoolOttawa
Robert Bateman Public School,Ottawa,-75.6200989,45.3684653,Robert Bateman Public SchoolOttawa
Hawthorne Public School,Ottawa,-75.6195953,45.3919788,Hawthorne Public SchoolOttawa
St Luke Elementary School,Ottawa,-75.6151188,45.3948552,St Luke Elementary SchoolOttawa
St Thomas More Elementary School,Ottawa,-75.6062886,45.3750497,St Thomas More Elementary SchoolOttawa
Osgoode Public School,Ottawa,-75.6051608,45.14612,Osgoode Public SchoolOttawa
�cole �l�mentaire catholique Des Pins,Ottawa,-75.6049162,45.4215579,�cole �l�mentaire catholique Des PinsOttawa
École élémentaire catholique Des Pins,Ottawa,-75.6049162,45.4215579,École élémentaire catholique Des PinsOttawa
Robert Hopkins Public School,Ottawa,-75.6044907,45.4569049,Robert Hopkins Public SchoolOttawa
Thomas D'Arcy McGee Elementary School,Ottawa,-75.60422,45.454185,Thomas D'Arcy McGee Elementary SchoolOttawa
Le Phare Elementary School,Ottawa,-75.6025254,45.4495993,Le Phare Elementary SchoolOttawa
Vimy Ridge Public School,Ottawa,-75.6021676,45.3163088,Vimy Ridge Public SchoolOttawa
St. John Paul II Elementary School,Ottawa,-75.6016559,45.4225878,St. John Paul II Elementary SchoolOttawa
Colonel By Secondary School,Ottawa,-75.6002057,45.4552296,Colonel By Secondary SchoolOttawa
St. Brother Andre Elementary School,Ottawa,-75.5995148,45.4435085,St. Brother Andre Elementary SchoolOttawa
Gloucester High School,Ottawa,-75.5993128,45.4384246,Gloucester High SchoolOttawa
�cole �l�mentaire catholique La V�rendrye,Ottawa,-75.5976246,45.4602769,�cole �l�mentaire catholique La V�rendryeOttawa
École élémentaire catholique La Vérendrye,Ottawa,-75.5976246,45.4602769,École élémentaire catholique La VérendryeOttawa
Henry Munro Middle School,Ottawa,-75.5966324,45.4578974,Henry Munro Middle SchoolOttawa
Lester B Pearson Catholic High School,Ottawa,-75.5958349,45.4433477,Lester B Pearson Catholic High SchoolOttawa
Lester B. Pearson Catholic Intermediate School,Ottawa,-75.5958349,45.4433477,Lester B. Pearson Catholic Intermediate SchoolOttawa
École élémentaire publique Séraphin-Marion,Ottawa,-75.5923512,45.4524996,École élémentaire publique Séraphin-MarionOttawa
Maynard Public School,Augusta,-75.5824728,44.7251746,Maynard Public SchoolAugusta
École secondaire publique Louis-Riel,Ottawa,-75.5714633,45.4414467,École secondaire publique Louis-RielOttawa
ÉEP Louis-Riel,Ottawa,-75.5714633,45.4414467,ÉEP Louis-RielOttawa
École élémentaire publique Louis-Riel,Ottawa,-75.5714633,45.4414467,École élémentaire publique Louis-RielOttawa
St Mary (Gloucester) Elementary School,Ottawa,-75.5711223,45.2801908,St Mary (Gloucester) Elementary SchoolOttawa
Glen Ogilvie Public School,Ottawa,-75.5706901,45.4347494,Glen Ogilvie Public SchoolOttawa
École élémentaire catholique Sainte-Marie,Ottawa,-75.566295,45.432046,École élémentaire catholique Sainte-MarieOttawa
École élémentaire catholique Sainte Marie,Ottawa,-75.566295,45.432046,École élémentaire catholique Sainte MarieOttawa
Good Shepherd Elementary School,Ottawa,-75.5643339,45.433101,Good Shepherd Elementary SchoolOttawa
Greely Elementary School,Ottawa,-75.5637548,45.2610678,Greely Elementary SchoolOttawa
Emily Carr Md S,Ottawa,-75.5625028,45.4342889,Emily Carr Md SOttawa
Emily Carr Middle SChool,Ottawa,-75.5625028,45.4342889,Emily Carr Middle SChoolOttawa
Emily Carr Middle School,Ottawa,-75.5625028,45.4342889,Emily Carr Middle SchoolOttawa
École élémentaire catholique Des  Voyageurs,Ottawa,-75.5523056,45.4735868,École élémentaire catholique Des  VoyageursOttawa
Norman Johnston Secondary Alternate Prog,Ottawa,-75.5488801,45.4366545,Norman Johnston Secondary Alternate ProgOttawa
St Jerome E S,Ottawa,-75.5421834,45.4726285,St Jerome E SOttawa
Terry Fox Elementary School,Ottawa,-75.5401438,45.4778496,Terry Fox Elementary SchoolOttawa
Cairine Wilson Secondary School,Orleans,-75.5398668,45.4823579,Cairine Wilson Secondary SchoolOrleans
Cairine Wilson Secondary School,Ottawa,-75.5398668,45.4823579,Cairine Wilson Secondary SchoolOttawa
Forest Valley Elementary School,Ottawa,-75.5376488,45.4494785,Forest Valley Elementary SchoolOttawa
Convent Glen Elementary School,Ottawa,-75.5364961,45.4698318,Convent Glen Elementary SchoolOttawa
École élémentaire publique L'Odyssée,Ottawa,-75.5363247,45.4683432,École élémentaire publique L'OdysséeOttawa
"École élémentaire publique L'Odyssée
",Ottawa,-75.5363247,45.4683432,"École élémentaire publique L'Odyssée
Ottawa"
École élémentaire publique L'Odyssée.,Ottawa,-75.5363247,45.4683432,École élémentaire publique L'Odyssée.Ottawa
École élémentaire publique L’Odyssée,Ottawa,-75.5363247,45.4683432,École élémentaire publique L’OdysséeOttawa
�cole �l�mentaire publique L'Odyss�e,Ottawa,-75.5363247,45.4683432,�cole �l�mentaire publique L'Odyss�eOttawa
École élémentaire catholique L'Étoile-de-l'Est,Ottawa,-75.5328736,45.4569967,École élémentaire catholique L'Étoile-de-l'EstOttawa
St Matthew High School,Ottawa,-75.532495,45.480195,St Matthew High SchoolOttawa
École élémentaire publique Le Prélude,Ottawa,-75.5300574,45.43736,École élémentaire publique Le PréludeOttawa
Orleans Wood Elementary School,Ottawa,-75.5283104,45.4833478,Orleans Wood Elementary SchoolOttawa
École intermédiaire catholique Garneau,Ottawa,-75.5249211,45.4650594,École intermédiaire catholique GarneauOttawa
